Data;Segmento;GrupoProblema;Ocorrências
2017-03;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Entrega do Produto;2
2017-02;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Entrega do Produto;2
2016-08;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Entrega do Produto;2
2016-06;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Entrega do Produto;2
2018-01;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Contrato / Oferta;2
2017-12;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Contrato / Oferta;2
2017-06;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Contrato / Oferta;2
2017-04;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Contrato / Oferta;2
2016-12;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Contrato / Oferta;2
2016-09;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Contrato / Oferta;2
2016-06;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Contrato / Oferta;2
2018-06;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Cobrança / Contestação;2
2018-02;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Cobrança / Contestação;2
2017-08;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Cobrança / Contestação;2
2016-12;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Cobrança / Contestação;2
2016-11;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Cobrança / Contestação;2
2016-10;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Cobrança / Contestação;2
2016-09;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Cobrança / Contestação;2
2016-08;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Cobrança / Contestação;2
2017-05;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Atendimento / SAC;2
2017-02;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Atendimento / SAC;2
2017-01;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Atendimento / SAC;2
2016-11;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Atendimento / SAC;2
2016-10;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Atendimento / SAC;2
2016-06;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Atendimento / SAC;2
2018-06;Material de Construção, Acabamento e Ferramentas;Vício de Qualidade;2
2017-11;Material de Construção, Acabamento e Ferramentas;Vício de Qualidade;2
2017-10;Material de Construção, Acabamento e Ferramentas;Vício de Qualidade;2
2018-06;Farmácias;Vício de Qualidade;2
2017-12;Farmácias;Vício de Qualidade;2
2016-10;Farmácias;Vício de Qualidade;2
2015-11;Farmácias;Vício de Qualidade;2
2015-05;Farmácias;Vício de Qualidade;2
2016-02;Farmácias;Saúde e Segurança;2
2018-06;Farmácias;Informação;2
2017-09;Farmácias;Informação;2
2015-06;Farmácias;Informação;2
2018-04;Farmácias;Entrega do Produto;2
2018-03;Farmácias;Entrega do Produto;2
2017-11;Farmácias;Entrega do Produto;2
2017-10;Farmácias;Entrega do Produto;2
2017-08;Farmácias;Entrega do Produto;2
2017-01;Farmácias;Entrega do Produto;2
2016-10;Farmácias;Entrega do Produto;2
2016-02;Farmácias;Entrega do Produto;2
2016-01;Farmácias;Entrega do Produto;2
2015-06;Farmácias;Entrega do Produto;2
2018-06;Farmácias;Contrato / Oferta;2
2017-08;Farmácias;Contrato / Oferta;2
2016-10;Farmácias;Contrato / Oferta;2
2016-09;Farmácias;Contrato / Oferta;2
2016-08;Farmácias;Contrato / Oferta;2
2015-07;Farmácias;Contrato / Oferta;2
2015-06;Farmácias;Contrato / Oferta;2
2015-05;Farmácias;Contrato / Oferta;2
2015-02;Farmácias;Contrato / Oferta;2
2015-01;Farmácias;Contrato / Oferta;2
2018-02;Farmácias;Cobrança / Contestação;2
2016-11;Farmácias;Cobrança / Contestação;2
2016-02;Farmácias;Cobrança / Contestação;2
2015-07;Farmácias;Cobrança / Contestação;2
2015-06;Farmácias;Cobrança / Contestação;2
2015-04;Farmácias;Cobrança / Contestação;2
2017-04;Farmácias;Atendimento / SAC;2
2017-02;Farmácias;Atendimento / SAC;2
2017-01;Farmácias;Atendimento / SAC;2
2016-11;Farmácias;Atendimento / SAC;2
2016-09;Farmácias;Atendimento / SAC;2
2016-07;Farmácias;Atendimento / SAC;2
2015-07;Farmácias;Atendimento / SAC;2
2015-03;Farmácias;Atendimento / SAC;2
2015-09;Fabricantes - Linha Branca;Saúde e Segurança;2
2015-08;Fabricantes - Linha Branca;Saúde e Segurança;2
2015-01;Fabricantes - Linha Branca;Saúde e Segurança;2
2018-04;Fabricantes - Linha Branca;Informação;2
2018-01;Fabricantes - Linha Branca;Informação;2
2017-11;Fabricantes - Linha Branca;Informação;2
2017-04;Fabricantes - Linha Branca;Informação;2
2017-01;Fabricantes - Linha Branca;Informação;2
2016-02;Fabricantes - Linha Branca;Informação;2
2015-11;Fabricantes - Linha Branca;Informação;2
2015-03;Fabricantes - Linha Branca;Informação;2
2017-11;Fabricantes - Linha Branca;Entrega do Produto;2
2017-08;Fabricantes - Linha Branca;Entrega do Produto;2
2015-08;Fabricantes - Linha Branca;Entrega do Produto;2
2015-06;Fabricantes - Linha Branca;Entrega do Produto;2
2016-11;Fabricantes - Linha Branca;Cobrança / Contestação;2
2015-10;Fabricantes - Linha Branca;Cobrança / Contestação;2
2017-09;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Saúde e Segurança;2
2017-08;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Saúde e Segurança;2
2017-05;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Saúde e Segurança;2
2017-01;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Saúde e Segurança;2
2016-12;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Saúde e Segurança;2
2016-08;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Saúde e Segurança;2
2016-05;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Saúde e Segurança;2
2015-11;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Saúde e Segurança;2
2015-09;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Saúde e Segurança;2
2015-03;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Saúde e Segurança;2
2017-05;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Informação;2
2016-12;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Informação;2
2016-09;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Informação;2
2016-09;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Entrega do Produto;2
2016-04;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Contrato / Oferta;2
2016-01;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Contrato / Oferta;2
2015-02;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Contrato / Oferta;2
2016-12;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;2
2016-02;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;2
2015-08;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;2
2015-02;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Cobrança / Contestação;2
2016-02;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Atendimento / SAC;2
2015-06;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Atendimento / SAC;2
2015-02;Fabricantes - Eletroportáteis e Artigos de Uso Doméstico e Pessoal;Atendimento / SAC;2
2016-05;Fabricantes - Eletroeletrônicos, Produtos de Telefonia e Informática;Informação;2
2018-01;Estabelecimentos de Ensino;Cobrança / Contestação;2
2016-11;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;2
2016-09;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;2
2016-02;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;2
2015-12;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;2
2015-09;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;2
2015-06;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;2
2015-03;Energia Elétrica, Gás, Água e Esgoto;Saúde e Segurança;2
2017-05;Energia Elétrica, Gás, Água e Esgoto;Informação;2
2017-01;Energia Elétrica, Gás, Água e Esgoto;Informação;2
2016-01;Energia Elétrica, Gás, Água e Esgoto;Informação;2
2015-10;Energia Elétrica, Gás, Água e Esgoto;Informação;2
2015-06;Energia Elétrica, Gás, Água e Esgoto;Contrato / Oferta;2
2017-10;Empresas de Recuperação de Crédito;Vício de Qualidade;2
2017-02;Empresas de Recuperação de Crédito;Vício de Qualidade;2
2016-09;Empresas de Recuperação de Crédito;Vício de Qualidade;2
2016-08;Empresas de Recuperação de Crédito;Vício de Qualidade;2
2016-07;Empresas de Recuperação de Crédito;Vício de Qualidade;2
2015-07;Empresas de Recuperação de Crédito;Vício de Qualidade;2
2015-11;Empresas de Recuperação de Crédito;Informação;2
2015-06;Empresas de Recuperação de Crédito;Informação;2
2015-07;Empresas de Recuperação de Crédito;Contrato / Oferta;2
2015-05;Empresas de Recuperação de Crédito;Contrato / Oferta;2
2015-04;Empresas de Recuperação de Crédito;Contrato / Oferta;2
2015-09;Empresas de Recuperação de Crédito;Atendimento / SAC;2
2017-06;Empresas de Pagamento Eletrônico;Vício de Qualidade;2
2017-03;Empresas de Pagamento Eletrônico;Vício de Qualidade;2
2016-08;Empresas de Pagamento Eletrônico;Vício de Qualidade;2
2016-02;Empresas de Pagamento Eletrônico;Vício de Qualidade;2
2015-12;Empresas de Pagamento Eletrônico;Vício de Qualidade;2
2017-06;Empresas de Pagamento Eletrônico;Informação;2
2017-07;Empresas de Pagamento Eletrônico;Entrega do Produto;2
2017-02;Empresas de Pagamento Eletrônico;Entrega do Produto;2
2017-01;Empresas de Pagamento Eletrônico;Entrega do Produto;2
2016-12;Empresas de Pagamento Eletrônico;Entrega do Produto;2
2016-11;Empresas de Pagamento Eletrônico;Entrega do Produto;2
2016-08;Empresas de Pagamento Eletrônico;Entrega do Produto;2
2016-04;Empresas de Pagamento Eletrônico;Entrega do Produto;2
2016-02;Empresas de Pagamento Eletrônico;Entrega do Produto;2
2016-01;Empresas de Pagamento Eletrônico;Entrega do Produto;2
2016-02;Empresas de Pagamento Eletrônico;Contrato / Oferta;2
2015-12;Empresas de Pagamento Eletrônico;Contrato / Oferta;2
2015-11;Empresas de Pagamento Eletrônico;Contrato / Oferta;2
2015-07;Empresas de Pagamento Eletrônico;Contrato / Oferta;2
2015-06;Empresas de Pagamento Eletrônico;Contrato / Oferta;2
2015-07;Empresas de Pagamento Eletrônico;Cobrança / Contestação;2
2015-04;Empresas de Pagamento Eletrônico;Cobrança / Contestação;2
2017-04;Empresas de Pagamento Eletrônico;Atendimento / SAC;2
2016-08;Empresas de Pagamento Eletrônico;Atendimento / SAC;2
2016-04;Empresas de Pagamento Eletrônico;Atendimento / SAC;2
2015-12;Empresas de Pagamento Eletrônico;Atendimento / SAC;2
2015-10;Empresas de Pagamento Eletrônico;Atendimento / SAC;2
2017-07;Editoras;Vício de Qualidade;2
2018-01;Editoras;Informação;2
2017-12;Editoras;Informação;2
2017-06;Editoras;Informação;2
2016-03;Editoras;Informação;2
2018-05;Editoras;Entrega do Produto;2
2015-06;Editoras;Contrato / Oferta;2
2015-02;Editoras;Contrato / Oferta;2
2015-01;Editoras;Contrato / Oferta;2
2015-05;Editoras;Cobrança / Contestação;2
2015-02;Editoras;Cobrança / Contestação;2
2018-04;Editoras;Atendimento / SAC;2
2018-02;Editoras;Atendimento / SAC;2
2017-12;Editoras;Atendimento / SAC;2
2017-10;Editoras;Atendimento / SAC;2
2016-08;Editoras;Atendimento / SAC;2
2016-06;Editoras;Atendimento / SAC;2
2016-04;Editoras;Atendimento / SAC;2
2015-09;Editoras;Atendimento / SAC;2
2015-03;Editoras;Atendimento / SAC;2
2017-01;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Saúde e Segurança;2
2016-05;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Informação;2
2015-10;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Informação;2
2015-08;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Informação;2
2015-05;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Informação;2
2015-01;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Informação;2
2016-04;Comércio Eletrônico;Saúde e Segurança;2
2015-07;Comércio Eletrônico;Saúde e Segurança;2
2015-01;Comércio Eletrônico;Saúde e Segurança;2
2015-06;Comércio Eletrônico;Informação;2
2018-04;Cartões de Descontos;Vício de Qualidade;2
2018-04;Cartões de Descontos;Contrato / Oferta;2
2018-03;Cartões de Descontos;Contrato / Oferta;2
2017-02;Cartões de Descontos;Contrato / Oferta;2
2017-01;Cartões de Descontos;Contrato / Oferta;2
2016-11;Cartões de Descontos;Contrato / Oferta;2
2017-12;Cartões de Descontos;Cobrança / Contestação;2
2017-03;Cartões de Descontos;Cobrança / Contestação;2
2016-12;Cartões de Descontos;Cobrança / Contestação;2
2016-11;Cartões de Descontos;Cobrança / Contestação;2
2018-05;Cartões de Descontos;Atendimento / SAC;2
2016-11;Cartões de Descontos;Atendimento / SAC;2
2016-10;Cartões de Descontos;Atendimento / SAC;2
2015-05;Bancos, Financeiras e Administradoras de Cartão;Saúde e Segurança;2
2018-04;Artigos Esportivos;Vício de Qualidade;2
2018-01;Artigos Esportivos;Vício de Qualidade;2
2017-12;Artigos Esportivos;Vício de Qualidade;2
2017-11;Artigos Esportivos;Vício de Qualidade;2
2017-04;Artigos Esportivos;Vício de Qualidade;2
2017-01;Artigos Esportivos;Vício de Qualidade;2
2016-12;Artigos Esportivos;Vício de Qualidade;2
2016-06;Artigos Esportivos;Vício de Qualidade;2
2016-02;Artigos Esportivos;Vício de Qualidade;2
2015-09;Artigos Esportivos;Vício de Qualidade;2
2015-07;Artigos Esportivos;Vício de Qualidade;2
2015-06;Artigos Esportivos;Vício de Qualidade;2
2015-04;Artigos Esportivos;Vício de Qualidade;2
2015-02;Artigos Esportivos;Vício de Qualidade;2
2018-06;Artigos Esportivos;Saúde e Segurança;2
2017-11;Artigos Esportivos;Saúde e Segurança;2
2017-08;Artigos Esportivos;Saúde e Segurança;2
2016-11;Artigos Esportivos;Saúde e Segurança;2
2015-03;Artigos Esportivos;Saúde e Segurança;2
2016-05;Artigos Esportivos;Informação;2
2017-01;Artigos Esportivos;Entrega do Produto;2
2016-09;Artigos Esportivos;Entrega do Produto;2
2018-03;Artigos Esportivos;Contrato / Oferta;2
2017-06;Artigos Esportivos;Contrato / Oferta;2
2016-08;Artigos Esportivos;Contrato / Oferta;2
2016-06;Artigos Esportivos;Contrato / Oferta;2
2016-01;Artigos Esportivos;Contrato / Oferta;2
2015-05;Artigos Esportivos;Contrato / Oferta;2
2015-03;Artigos Esportivos;Contrato / Oferta;2
2017-11;Artigos Esportivos;Cobrança / Contestação;2
2017-10;Artigos Esportivos;Cobrança / Contestação;2
2017-07;Artigos Esportivos;Cobrança / Contestação;2
2017-06;Artigos Esportivos;Cobrança / Contestação;2
2016-09;Artigos Esportivos;Cobrança / Contestação;2
2016-05;Artigos Esportivos;Cobrança / Contestação;2
2016-04;Artigos Esportivos;Cobrança / Contestação;2
2016-01;Artigos Esportivos;Cobrança / Contestação;2
2015-12;Artigos Esportivos;Cobrança / Contestação;2
2015-11;Artigos Esportivos;Cobrança / Contestação;2
2015-10;Artigos Esportivos;Cobrança / Contestação;2
2015-08;Artigos Esportivos;Cobrança / Contestação;2
2015-03;Artigos Esportivos;Cobrança / Contestação;2
2015-01;Artigos Esportivos;Cobrança / Contestação;2
2018-05;Artigos Esportivos;Atendimento / SAC;2
2018-02;Artigos Esportivos;Atendimento / SAC;2
2018-01;Artigos Esportivos;Atendimento / SAC;2
2017-04;Artigos Esportivos;Atendimento / SAC;2
2017-01;Artigos Esportivos;Atendimento / SAC;2
2016-11;Artigos Esportivos;Atendimento / SAC;2
2016-07;Artigos Esportivos;Atendimento / SAC;2
2016-04;Artigos Esportivos;Atendimento / SAC;2
2015-11;Artigos Esportivos;Atendimento / SAC;2
2015-04;Artigos Esportivos;Atendimento / SAC;2
2016-09;Agências de Viagens;Vício de Qualidade;2
2016-08;Agências de Viagens;Vício de Qualidade;2
2016-02;Agências de Viagens;Vício de Qualidade;2
2015-09;Agências de Viagens;Vício de Qualidade;2
2015-07;Agências de Viagens;Vício de Qualidade;2
2015-03;Agências de Viagens;Vício de Qualidade;2
2015-02;Agências de Viagens;Vício de Qualidade;2
2018-02;Agências de Viagens;Saúde e Segurança;2
2016-09;Agências de Viagens;Informação;2
2015-06;Agências de Viagens;Informação;2
2015-03;Agências de Viagens;Informação;2
2018-01;Agências de Viagens;Entrega do Produto;2
2018-04;Administradoras de Consórcios;Vício de Qualidade;2
2018-01;Administradoras de Consórcios;Vício de Qualidade;2
2017-08;Administradoras de Consórcios;Vício de Qualidade;2
2017-07;Administradoras de Consórcios;Vício de Qualidade;2
2017-03;Administradoras de Consórcios;Vício de Qualidade;2
2016-09;Administradoras de Consórcios;Vício de Qualidade;2
2016-07;Administradoras de Consórcios;Vício de Qualidade;2
2016-06;Administradoras de Consórcios;Vício de Qualidade;2
2016-03;Administradoras de Consórcios;Vício de Qualidade;2
2018-05;Administradoras de Consórcios;Informação;2
2017-10;Administradoras de Consórcios;Informação;2
2017-09;Administradoras de Consórcios;Informação;2
2016-12;Administradoras de Consórcios;Entrega do Produto;2
2015-12;Administradoras de Consórcios;Entrega do Produto;2
2015-09;Administradoras de Consórcios;Entrega do Produto;2
2015-08;Administradoras de Consórcios;Entrega do Produto;2
2015-06;Administradoras de Consórcios;Entrega do Produto;2
2015-04;Administradoras de Consórcios;Entrega do Produto;2
2015-06;Administradoras de Consórcios;Contrato / Oferta;2
2015-05;Administradoras de Consórcios;Contrato / Oferta;2
2018-06;Vestuário, Calçados e Têxteis;Vício de Qualidade;1
2017-10;Vestuário, Calçados e Têxteis;Vício de Qualidade;1
2017-07;Vestuário, Calçados e Têxteis;Vício de Qualidade;1
2017-05;Vestuário, Calçados e Têxteis;Vício de Qualidade;1
2016-04;Vestuário, Calçados e Têxteis;Vício de Qualidade;1
2015-12;Vestuário, Calçados e Têxteis;Vício de Qualidade;1
2017-07;Vestuário, Calçados e Têxteis;Saúde e Segurança;1
2017-02;Vestuário, Calçados e Têxteis;Saúde e Segurança;1
2018-05;Vestuário, Calçados e Têxteis;Entrega do Produto;1
2018-02;Vestuário, Calçados e Têxteis;Entrega do Produto;1
2017-10;Vestuário, Calçados e Têxteis;Entrega do Produto;1
2017-09;Vestuário, Calçados e Têxteis;Entrega do Produto;1
2017-04;Vestuário, Calçados e Têxteis;Entrega do Produto;1
2017-01;Vestuário, Calçados e Têxteis;Entrega do Produto;1
2016-11;Vestuário, Calçados e Têxteis;Entrega do Produto;1
2016-10;Vestuário, Calçados e Têxteis;Entrega do Produto;1
2016-04;Vestuário, Calçados e Têxteis;Entrega do Produto;1
2016-03;Vestuário, Calçados e Têxteis;Entrega do Produto;1
2016-02;Vestuário, Calçados e Têxteis;Entrega do Produto;1
2018-04;Vestuário, Calçados e Têxteis;Contrato / Oferta;1
2017-11;Vestuário, Calçados e Têxteis;Contrato / Oferta;1
2017-09;Vestuário, Calçados e Têxteis;Contrato / Oferta;1
2017-07;Vestuário, Calçados e Têxteis;Contrato / Oferta;1
2017-12;Vestuário, Calçados e Têxteis;Cobrança / Contestação;1
2017-08;Vestuário, Calçados e Têxteis;Cobrança / Contestação;1
2017-06;Vestuário, Calçados e Têxteis;Cobrança / Contestação;1
2017-01;Vestuário, Calçados e Têxteis;Cobrança / Contestação;1
2016-06;Vestuário, Calçados e Têxteis;Cobrança / Contestação;1
2016-05;Vestuário, Calçados e Têxteis;Cobrança / Contestação;1
2016-02;Vestuário, Calçados e Têxteis;Cobrança / Contestação;1
2018-06;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2018-05;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2018-03;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2018-02;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2018-01;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2017-12;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2017-11;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2017-09;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2017-03;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2017-01;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2016-11;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2016-08;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2016-06;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2016-05;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2016-02;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2015-11;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2015-08;Vestuário, Calçados e Têxteis;Atendimento / SAC;1
2016-02;Varejo;Saúde e Segurança;1
2016-01;Varejo;Saúde e Segurança;1
2015-09;Varejo;Saúde e Segurança;1
2015-02;Varejo;Informação;1
2018-04;Transporte Terrestre;Vício de Qualidade;1
2018-02;Transporte Terrestre;Vício de Qualidade;1
2015-05;Transporte Terrestre;Vício de Qualidade;1
2015-03;Transporte Terrestre;Vício de Qualidade;1
2018-02;Transporte Terrestre;Saúde e Segurança;1
2017-02;Transporte Terrestre;Saúde e Segurança;1
2018-04;Transporte Terrestre;Informação;1
2017-05;Transporte Terrestre;Informação;1
2016-08;Transporte Terrestre;Informação;1
2017-12;Transporte Terrestre;Entrega do Produto;1
2018-01;Transporte Terrestre;Contrato / Oferta;1
2017-08;Transporte Terrestre;Contrato / Oferta;1
2017-04;Transporte Terrestre;Contrato / Oferta;1
2017-01;Transporte Terrestre;Contrato / Oferta;1
2016-11;Transporte Terrestre;Contrato / Oferta;1
2016-08;Transporte Terrestre;Contrato / Oferta;1
2018-04;Transporte Terrestre;Cobrança / Contestação;1
2017-07;Transporte Terrestre;Cobrança / Contestação;1
2017-02;Transporte Terrestre;Cobrança / Contestação;1
2016-12;Transporte Terrestre;Cobrança / Contestação;1
2016-09;Transporte Terrestre;Cobrança / Contestação;1
2016-08;Transporte Terrestre;Cobrança / Contestação;1
2015-07;Transporte Terrestre;Cobrança / Contestação;1
2018-01;Transporte Terrestre;Atendimento / SAC;1
2017-02;Transporte Terrestre;Atendimento / SAC;1
2016-12;Transporte Terrestre;Atendimento / SAC;1
2015-04;Transporte Terrestre;Atendimento / SAC;1
2015-01;Transporte Terrestre;Atendimento / SAC;1
2016-04;Transporte Aéreo;Saúde e Segurança;1
2015-12;Transporte Aéreo;Saúde e Segurança;1
2015-09;Transporte Aéreo;Saúde e Segurança;1
2015-05;Transporte Aéreo;Saúde e Segurança;1
2015-02;Transporte Aéreo;Saúde e Segurança;1
2015-01;Transporte Aéreo;Saúde e Segurança;1
2015-07;Transporte Aéreo;Entrega do Produto;1
2015-06;Transporte Aéreo;Entrega do Produto;1
2015-05;Transporte Aéreo;Entrega do Produto;1
2015-01;Transporte Aéreo;Entrega do Produto;1
2016-02;Supermercados;Saúde e Segurança;1
2018-02;Supermercados;Informação;1
2016-10;Supermercados;Informação;1
2016-01;Supermercados;Informação;1
2015-11;Supermercados;Informação;1
2015-07;Supermercados;Informação;1
2015-06;Supermercados;Informação;1
2015-02;Supermercados;Informação;1
2017-11;Supermercados;Entrega do Produto;1
2017-02;Supermercados;Entrega do Produto;1
2016-08;Supermercados;Entrega do Produto;1
2016-06;Supermercados;Entrega do Produto;1
2016-05;Supermercados;Entrega do Produto;1
2015-10;Supermercados;Entrega do Produto;1
2015-08;Supermercados;Entrega do Produto;1
2015-07;Supermercados;Entrega do Produto;1
2016-01;Serviços e Produtos Automotivos;Vício de Qualidade;1
2016-01;Serviços e Produtos Automotivos;Saúde e Segurança;1
2018-06;Provedores de Conteúdo e Outros Serviços na Internet;Vício de Qualidade;1
2018-02;Provedores de Conteúdo e Outros Serviços na Internet;Vício de Qualidade;1
2017-12;Provedores de Conteúdo e Outros Serviços na Internet;Vício de Qualidade;1
2017-11;Provedores de Conteúdo e Outros Serviços na Internet;Vício de Qualidade;1
2017-10;Provedores de Conteúdo e Outros Serviços na Internet;Vício de Qualidade;1
2017-06;Provedores de Conteúdo e Outros Serviços na Internet;Vício de Qualidade;1
2016-09;Provedores de Conteúdo e Outros Serviços na Internet;Vício de Qualidade;1
2016-07;Provedores de Conteúdo e Outros Serviços na Internet;Vício de Qualidade;1
2016-04;Provedores de Conteúdo e Outros Serviços na Internet;Vício de Qualidade;1
2016-03;Provedores de Conteúdo e Outros Serviços na Internet;Vício de Qualidade;1
2015-11;Provedores de Conteúdo e Outros Serviços na Internet;Vício de Qualidade;1
2015-08;Provedores de Conteúdo e Outros Serviços na Internet;Vício de Qualidade;1
2017-08;Provedores de Conteúdo e Outros Serviços na Internet;Informação;1
2017-05;Provedores de Conteúdo e Outros Serviços na Internet;Informação;1
2016-12;Provedores de Conteúdo e Outros Serviços na Internet;Informação;1
2017-11;Provedores de Conteúdo e Outros Serviços na Internet;Contrato / Oferta;1
2017-06;Provedores de Conteúdo e Outros Serviços na Internet;Contrato / Oferta;1
2016-11;Provedores de Conteúdo e Outros Serviços na Internet;Contrato / Oferta;1
2018-06;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2018-04;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2018-03;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2017-05;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2016-12;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2016-11;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2016-10;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2016-06;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2016-05;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2016-01;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2015-12;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2015-10;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2015-08;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2015-07;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2015-03;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2015-02;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2015-01;Provedores de Conteúdo e Outros Serviços na Internet;Atendimento / SAC;1
2018-04;Programas de Fidelidade;Saúde e Segurança;1
2018-03;Programas de Fidelidade;Saúde e Segurança;1
2017-07;Programas de Fidelidade;Saúde e Segurança;1
2017-06;Programas de Fidelidade;Saúde e Segurança;1
2017-04;Programas de Fidelidade;Saúde e Segurança;1
2016-10;Programas de Fidelidade;Saúde e Segurança;1
2015-12;Programas de Fidelidade;Saúde e Segurança;1
2015-10;Programas de Fidelidade;Saúde e Segurança;1
2015-03;Programas de Fidelidade;Saúde e Segurança;1
2016-04;Programas de Fidelidade;Informação;1
